,hypergraph,line_chordal,line_regular,line_complete,dual_graph,dual_alpha,dual_beta,dual_line_chordal,dual_line_regular,dual_line_complete
924,"{""e0"": [1, 10, 11, 12, 13, 15, 16, 2, 3, 5, 7, 9], ""e1"": [1, 11, 12, 14, 15, 5, 6, 7, 8, 9], ""e2"": [10, 11, 12, 13, 3, 4, 5, 6, 8, 9], ""e3"": [10, 12, 13, 14, 6, 8, 9], ""e4"": [10, 12, 16, 4, 6], ""e5"": [1, 11, 4, 6, 9], ""e6"": [10, 2, 4]}",True,False,False,"{""1"": [""e0"", ""e1"", ""e5""], ""2"": [""e0"", ""e6""], ""3"": [""e0"", ""e2""], ""4"": [""e2"", ""e4"", ""e5"", ""e6""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e1"", ""e2"", ""e3"", ""e4"", ""e5""], ""7"": [""e0"", ""e1""], ""8"": [""e1"", ""e2"", ""e3""], ""9"": [""e0"", ""e1"", ""e2"", ""e3"", ""e5""], ""10"": [""e0"", ""e2"", ""e3"", ""e4"", ""e6""], ""11"": [""e0"", ""e1"", ""e2"", ""e5""], ""12"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""13"": [""e0"", ""e2"", ""e3""], ""14"": [""e1"", ""e3""], ""15"": [""e0"", ""e1""], ""16"": [""e0"", ""e4""]}",False,False,False,False,False
925,"{""e0"": [1, 10, 11, 12, 13, 15, 16, 2, 3, 6, 7, 8], ""e1"": [10, 11, 12, 13, 14, 15, 16, 3, 5, 7], ""e2"": [1, 10, 11, 15, 16, 2, 3, 4, 6, 7], ""e3"": [11, 12, 13, 15, 2, 4, 6, 9], ""e4"": [11, 15, 4, 5, 7, 8], ""e5"": [11, 16, 2, 3]}",True,True,True,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e2"", ""e3"", ""e5""], ""3"": [""e0"", ""e1"", ""e2"", ""e5""], ""4"": [""e2"", ""e3"", ""e4""], ""5"": [""e1"", ""e4""], ""6"": [""e0"", ""e2"", ""e3""], ""7"": [""e0"", ""e1"", ""e2"", ""e4""], ""8"": [""e0"", ""e4""], ""9"": [""e3""], ""10"": [""e0"", ""e1"", ""e2""], ""11"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""12"": [""e0"", ""e1"", ""e3""], ""13"": [""e0"", ""e1"", ""e3""], ""14"": [], ""15"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""16"": [""e0"", ""e1"", ""e2"", ""e5""]}",True,False,True,False,False
926,"{""e0"": [1, 10, 11, 12, 13, 15, 16, 2, 4, 5, 6, 9], ""e1"": [1, 13, 14, 15, 2, 3, 5, 7, 8, 9], ""e2"": [1, 10, 11, 12, 15, 16, 4, 5, 8, 9], ""e3"": [10, 15, 16, 2, 5, 6, 7, 9], ""e4"": [10, 11, 14, 6, 7, 9], ""e5"": [1, 11, 2, 6]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2"", ""e5""], ""2"": [""e0"", ""e1"", ""e3"", ""e5""], ""3"": [""e1""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e3"", ""e4"", ""e5""], ""7"": [""e1"", ""e3"", ""e4""], ""8"": [""e1"", ""e2""], ""9"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""10"": [""e0"", ""e2"", ""e3"", ""e4""], ""11"": [""e0"", ""e2"", ""e4"", ""e5""], ""12"": [""e0"", ""e2""], ""13"": [""e0"", ""e1""], ""14"": [""e1"", ""e4""], ""15"": [""e0"", ""e1"", ""e2"", ""e3""], ""16"": [""e0"", ""e2"", ""e3""]}",False,False,False,False,False
927,"{""e0"": [1, 10, 11, 12, 13, 15, 16, 3, 4, 5, 7, 9], ""e1"": [10, 12, 14, 15, 16, 2, 4, 6, 7, 9], ""e2"": [10, 14, 16, 2, 4, 5, 6, 7, 8, 9], ""e3"": [1, 13, 16, 3, 6, 7, 8, 9], ""e4"": [10, 14, 15, 16, 3, 4], ""e5"": [1, 11, 5, 9]}",True,False,False,"{""1"": [""e0"", ""e3"", ""e5""], ""2"": [""e1"", ""e2""], ""3"": [""e0"", ""e3"", ""e4""], ""4"": [""e0"", ""e1"", ""e2"", ""e4""], ""5"": [""e0"", ""e2"", ""e5""], ""6"": [""e1"", ""e2"", ""e3""], ""7"": [""e0"", ""e1"", ""e2"", ""e3""], ""8"": [""e2"", ""e3""], ""9"": [""e0"", ""e1"", ""e2"", ""e3""], ""10"": [""e0"", ""e1"", ""e2"", ""e4""], ""11"": [""e0"", ""e5""], ""12"": [""e0"", ""e1""], ""13"": [""e0"", ""e3""], ""14"": [""e1"", ""e2"", ""e4""], ""15"": [""e0"", ""e1"", ""e4""], ""16"": [""e0"", ""e1"", ""e4""]}",True,False,False,False,False
928,"{""e0"": [1, 10, 11, 12, 13, 15, 2, 3, 6, 7, 8, 9], ""e1"": [1, 11, 14, 15, 16, 3, 4, 5, 8, 9], ""e2"": [1, 11, 14, 16, 2, 3, 4, 5, 8, 9], ""e3"": [11, 12, 15, 3, 4, 6, 9], ""e4"": [10, 11, 12, 13, 6], ""e5"": [11, 14, 2, 4, 8], ""e6"": [11, 16, 8]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e2"", ""e5""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e1"", ""e2"", ""e3"", ""e5""], ""5"": [""e1"", ""e2""], ""6"": [""e0"", ""e3"", ""e4""], ""7"": [""e0""], ""8"": [""e0"", ""e1"", ""e2"", ""e5"", ""e6""], ""9"": [""e0"", ""e1"", ""e2"", ""e3""], ""10"": [""e0"", ""e4""], ""11"": [""e1"", ""e2"", ""e6""], ""12"": [""e0"", ""e3"", ""e4""], ""13"": [""e0"", ""e4""], ""14"": [""e1"", ""e2"", ""e5""], ""15"": [""e0"", ""e1"", ""e3""], ""16"": [""e1"", ""e2"", ""e6""]}",True,False,True,False,False
929,"{""e0"": [1, 10, 11, 12, 13, 15, 2, 5, 6, 7, 8, 9], ""e1"": [10, 14, 15, 16, 3, 4, 5, 7, 8, 9], ""e2"": [1, 12, 14, 15, 16, 2, 4, 5, 7, 9], ""e3"": [1, 10, 15, 16, 5, 6, 8], ""e4"": [14, 15, 16, 7, 9], ""e5"": [1, 13, 15, 16, 6], ""e6"": [1, 4, 5]}",True,False,False,"{""1"": [""e0"", ""e2"", ""e3"", ""e5"", ""e6""], ""2"": [""e0"", ""e2""], ""3"": [""e1""], ""4"": [""e1"", ""e2"", ""e6""], ""5"": [""e0"", ""e1"", ""e2"", ""e3"", ""e6""], ""6"": [""e0"", ""e3"", ""e5""], ""7"": [""e0"", ""e1"", ""e2"", ""e4""], ""8"": [""e0"", ""e1"", ""e3""], ""9"": [""e0"", ""e1"", ""e2"", ""e4""], ""10"": [""e0"", ""e1"", ""e3""], ""11"": [""e0""], ""12"": [""e0"", ""e2""], ""13"": [""e0"", ""e5""], ""14"": [""e1"", ""e2"", ""e4""], ""15"": [""e0"", ""e1"", ""e2"", ""e3"", ""e5""], ""16"": [""e1"", ""e2"", ""e3"", ""e4"", ""e5""]}",False,False,True,False,False
930,"{""e0"": [1, 10, 11, 12, 14, 15, 16, 2, 6, 7, 8, 9], ""e1"": [1, 11, 13, 14, 16, 2, 3, 4, 7, 8], ""e2"": [10, 11, 12, 14, 15, 16, 4, 7, 8, 9], ""e3"": [11, 13, 14, 2, 3, 4, 5, 7], ""e4"": [11, 12, 16, 3, 8, 9], ""e5"": [11, 16, 2, 6]}",True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1"", ""e3"", ""e5""], ""3"": [""e1"", ""e3"", ""e4""], ""4"": [""e1"", ""e2"", ""e3""], ""5"": [""e3""], ""6"": [""e0"", ""e5""], ""7"": [""e0"", ""e1"", ""e2"", ""e3""], ""8"": [""e0"", ""e1"", ""e2"", ""e4""], ""9"": [""e0"", ""e2"", ""e4""], ""10"": [""e0"", ""e2""], ""11"": [""e0"", ""e1"", ""e2"", ""e4"", ""e5""], ""12"": [""e0"", ""e2"", ""e4""], ""13"": [""e1"", ""e3""], ""14"": [""e0"", ""e1"", ""e2"", ""e3""], ""15"": [""e0"", ""e2""], ""16"": [""e0"", ""e1"", ""e2"", ""e4"", ""e5""]}",True,False,True,False,False
931,"{""e0"": [1, 10, 11, 12, 14, 15, 16, 3, 5, 6, 7, 8], ""e1"": [1, 10, 12, 13, 16, 3, 5, 6, 8, 9], ""e2"": [10, 12, 14, 15, 3, 4, 6, 7, 8, 9], ""e3"": [1, 10, 12, 14, 3, 4, 9], ""e4"": [2, 4, 6, 7, 9], ""e5"": [14, 15, 4, 5, 7], ""e6"": [14, 5, 8]}",True,False,False,"{""1"": [""e0"", ""e1"", ""e3""], ""2"": [""e4""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e2"", ""e3"", ""e4"", ""e5""], ""5"": [""e0"", ""e1"", ""e5"", ""e6""], ""6"": [""e0"", ""e1"", ""e2"", ""e4""], ""7"": [""e0"", ""e2"", ""e4"", ""e5""], ""8"": [""e0"", ""e1"", ""e2"", ""e6""], ""9"": [""e1"", ""e2"", ""e3"", ""e4""], ""10"": [""e0"", ""e1"", ""e2"", ""e3""], ""11"": [""e0""], ""12"": [""e0"", ""e1"", ""e2"", ""e3""], ""13"": [""e1""], ""14"": [""e0"", ""e2"", ""e3"", ""e5"", ""e6""], ""15"": [""e0"", ""e2"", ""e5""], ""16"": [""e0"", ""e1""]}",False,False,True,False,False
932,"{""e0"": [1, 10, 11, 12, 14, 15, 16, 5, 6, 7, 8, 9], ""e1"": [1, 10, 11, 12, 13, 14, 6, 7, 8, 9], ""e2"": [1, 12, 13, 14, 2, 3, 4, 6, 8, 9], ""e3"": [1, 12, 16, 3, 4, 6, 7, 8], ""e4"": [1, 11, 15, 2, 3, 7], ""e5"": [11, 3, 4, 6]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""2"": [""e2"", ""e4""], ""3"": [""e2"", ""e3"", ""e4"", ""e5""], ""4"": [""e2"", ""e3"", ""e5""], ""5"": [""e0""], ""6"": [""e0"", ""e1"", ""e2"", ""e3"", ""e5""], ""7"": [""e0"", ""e1"", ""e3"", ""e4""], ""8"": [""e0"", ""e1"", ""e2"", ""e3""], ""9"": [""e0"", ""e1"", ""e2""], ""10"": [""e0"", ""e1""], ""11"": [""e0"", ""e1"", ""e4"", ""e5""], ""12"": [""e0"", ""e1"", ""e2"", ""e3""], ""13"": [""e1"", ""e2""], ""14"": [""e0"", ""e1"", ""e2""], ""15"": [""e0"", ""e4""], ""16"": [""e0"", ""e3""]}",False,False,False,False,False
933,"{""e0"": [1, 10, 11, 12, 14, 15, 16, 5, 6, 7, 8, 9], ""e1"": [1, 10, 13, 15, 16, 2, 4, 5, 8, 9], ""e2"": [10, 12, 13, 16, 2, 3, 5, 6, 8, 9], ""e3"": [10, 14, 15, 16, 4, 5, 6, 7], ""e4"": [10, 14, 15, 16, 3, 5], ""e5"": [14, 16, 2, 3]}",True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [""e1"", ""e2"", ""e5""], ""3"": [""e2"", ""e4"", ""e5""], ""4"": [""e1"", ""e3""], ""5"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""6"": [""e0"", ""e2"", ""e3""], ""7"": [""e0"", ""e3""], ""8"": [""e0"", ""e1"", ""e2""], ""9"": [""e0"", ""e1"", ""e2""], ""10"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""11"": [""e0""], ""12"": [""e0"", ""e2""], ""13"": [""e1"", ""e2""], ""14"": [""e0"", ""e3"", ""e4"", ""e5""], ""15"": [""e0"", ""e1"", ""e3"", ""e4""], ""16"": [""e0"", ""e1"", ""e3"", ""e4""]}",True,False,False,False,False
934,"{""e0"": [1, 10, 11, 12, 14, 15, 2, 3, 4, 5, 6, 7], ""e1"": [1, 11, 12, 14, 15, 16, 3, 7, 8, 9], ""e2"": [1, 11, 12, 14, 15, 2, 3, 4, 5, 8], ""e3"": [12, 13, 14, 15, 3, 6, 7, 8], ""e4"": [10, 12, 5, 6, 7, 9], ""e5"": [1, 11, 14, 4]}",True,False,False,"{""1"": [""e0"", ""e1"", ""e2"", ""e5""], ""2"": [""e0"", ""e2""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e0"", ""e2"", ""e5""], ""5"": [""e0"", ""e2"", ""e4""], ""6"": [""e0"", ""e3"", ""e4""], ""7"": [""e0"", ""e1"", ""e3"", ""e4""], ""8"": [""e1"", ""e2"", ""e3""], ""9"": [""e1"", ""e4""], ""10"": [""e0"", ""e4""], ""11"": [""e0"", ""e1"", ""e2"", ""e5""], ""12"": [""e0"", ""e1"", ""e2"", ""e3""], ""13"": [], ""14"": [""e0"", ""e1"", ""e2"", ""e3""], ""15"": [""e0"", ""e1"", ""e2"", ""e3""], ""16"": []}",True,False,False,False,False
935,"{""e0"": [1, 10, 11, 12, 14, 15, 2, 3, 4, 5, 8, 9], ""e1"": [10, 11, 13, 2, 3, 5, 6, 7, 8, 9], ""e2"": [1, 11, 13, 14, 16, 2, 3, 4, 5, 9], ""e3"": [1, 11, 14, 15, 2, 5, 6, 9], ""e4"": [10, 11, 13, 16, 5, 6], ""e5"": [11, 12, 13, 16]}",True,True,True,"{""1"": [""e0"", ""e2"", ""e3""], ""2"": [""e0"", ""e1"", ""e2"", ""e3""], ""3"": [""e0"", ""e1"", ""e2""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""6"": [""e1"", ""e3"", ""e4""], ""7"": [""e1""], ""8"": [""e0"", ""e1""], ""9"": [""e0"", ""e1"", ""e2"", ""e3""], ""10"": [""e0"", ""e1"", ""e4""], ""11"": [""e2"", ""e4"", ""e5""], ""12"": [""e0"", ""e5""], ""13"": [""e1"", ""e2"", ""e4"", ""e5""], ""14"": [""e0"", ""e2"", ""e3""], ""15"": [""e0"", ""e3""], ""16"": [""e2"", ""e4"", ""e5""]}",True,False,False,False,False
936,"{""e0"": [1, 10, 11, 12, 14, 15, 2, 3, 4, 6, 8, 9], ""e1"": [10, 11, 13, 16, 2, 5, 6, 7, 8, 9], ""e2"": [1, 10, 12, 13, 16, 2, 3, 4, 8, 9], ""e3"": [10, 11, 13, 2, 3, 6, 7], ""e4"": [16, 2, 4, 5, 8], ""e5"": [10, 11, 13, 14, 9], ""e6"": [4, 6, 7]}",True,False,False,"{""1"": [""e0"", ""e2""], ""2"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""3"": [""e0"", ""e2"", ""e3""], ""4"": [""e0"", ""e2"", ""e4"", ""e6""], ""5"": [""e1"", ""e4""], ""6"": [""e0"", ""e1"", ""e3"", ""e6""], ""7"": [""e1"", ""e3"", ""e6""], ""8"": [""e0"", ""e1"", ""e2"", ""e4""], ""9"": [""e0"", ""e1"", ""e2"", ""e5""], ""10"": [""e0"", ""e1"", ""e2"", ""e3""], ""11"": [""e0"", ""e1"", ""e3"", ""e5""], ""12"": [""e0"", ""e2""], ""13"": [""e1"", ""e2"", ""e3"", ""e5""], ""14"": [""e0"", ""e5""], ""15"": [""e0""], ""16"": [""e1"", ""e2"", ""e4""]}",False,False,True,False,False
937,"{""e0"": [1, 10, 11, 12, 14, 15, 2, 3, 6, 7, 8, 9], ""e1"": [11, 12, 14, 15, 16, 2, 3, 5, 7, 8], ""e2"": [10, 11, 12, 13, 14, 16, 3, 5, 8, 9], ""e3"": [1, 12, 14, 16, 3, 6, 8, 9], ""e4"": [10, 14, 2, 6, 7, 8], ""e5"": [14, 16, 4, 5]}",True,True,True,"{""1"": [""e0"", ""e3""], ""2"": [""e0"", ""e1"", ""e4""], ""3"": [""e0"", ""e1"", ""e2"", ""e3""], ""4"": [""e5""], ""5"": [""e1"", ""e2"", ""e5""], ""6"": [""e0"", ""e3"", ""e4""], ""7"": [""e0"", ""e1"", ""e4""], ""8"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""9"": [""e0"", ""e2"", ""e3""], ""10"": [""e0"", ""e2"", ""e4""], ""11"": [""e0"", ""e1"", ""e2""], ""12"": [""e0"", ""e1"", ""e2"", ""e3""], ""13"": [""e2""], ""14"": [""e1"", ""e2"", ""e3"", ""e5""], ""15"": [""e0"", ""e1""], ""16"": [""e1"", ""e2"", ""e3"", ""e5""]}",True,False,True,False,False
938,"{""e0"": [1, 10, 11, 12, 14, 15, 2, 4, 6, 7, 8, 9], ""e1"": [10, 12, 13, 14, 15, 2, 3, 4, 8, 9], ""e2"": [1, 10, 11, 12, 15, 16, 2, 3, 5, 7], ""e3"": [1, 10, 11, 13, 14, 4, 7], ""e4"": [1, 12, 2, 5, 9], ""e5"": [11, 14, 16, 3, 6], ""e6"": [10, 14, 7]}",True,False,False,"{""1"": [""e0"", ""e2"", ""e3"", ""e4""], ""2"": [""e0"", ""e1"", ""e2"", ""e4""], ""3"": [""e1"", ""e2"", ""e5""], ""4"": [""e0"", ""e1"", ""e3""], ""5"": [""e2"", ""e4""], ""6"": [""e0"", ""e5""], ""7"": [""e0"", ""e2"", ""e3"", ""e6""], ""8"": [""e0"", ""e1""], ""9"": [""e0"", ""e1"", ""e4""], ""10"": [""e0"", ""e1"", ""e2"", ""e3"", ""e6""], ""11"": [""e0"", ""e2"", ""e3"", ""e5""], ""12"": [""e0"", ""e1"", ""e2"", ""e4""], ""13"": [""e1"", ""e3""], ""14"": [""e0"", ""e1"", ""e3"", ""e5"", ""e6""], ""15"": [""e0"", ""e1"", ""e2""], ""16"": [""e2"", ""e5""]}",False,False,False,False,False
939,"{""e0"": [1, 10, 11, 12, 14, 15, 3, 4, 5, 6, 7, 8], ""e1"": [1, 10, 11, 12, 13, 14, 15, 5, 6, 7], ""e2"": [1, 11, 12, 14, 16, 2, 4, 5, 7, 9], ""e3"": [1, 14, 15, 3, 5, 6, 8, 9], ""e4"": [12, 15, 16, 2, 6, 9], ""e5"": [14, 2, 5, 7]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2"", ""e3""], ""2"": [""e2"", ""e4"", ""e5""], ""3"": [""e0"", ""e3""], ""4"": [""e0"", ""e2""], ""5"": [""e0"", ""e1"", ""e2"", ""e3"", ""e5""], ""6"": [""e0"", ""e1"", ""e3"", ""e4""], ""7"": [""e0"", ""e1"", ""e2"", ""e5""], ""8"": [""e0"", ""e3""], ""9"": [""e2"", ""e4""], ""10"": [""e0"", ""e1""], ""11"": [""e0"", ""e1"", ""e2""], ""12"": [""e0"", ""e1"", ""e2"", ""e4""], ""13"": [""e1""], ""14"": [""e0"", ""e1"", ""e2"", ""e3"", ""e5""], ""15"": [""e0"", ""e1"", ""e3"", ""e4""], ""16"": [""e2"", ""e4""]}",False,False,True,False,False
940,"{""e0"": [1, 10, 11, 12, 14, 16, 2, 3, 5, 7, 8, 9], ""e1"": [1, 10, 15, 16, 2, 4, 5, 6, 8, 9], ""e2"": [10, 12, 13, 14, 2, 3, 4, 6, 7, 9], ""e3"": [11, 12, 14, 15, 16, 2, 3, 7], ""e4"": [14, 16, 2, 3, 4, 5], ""e5"": [10, 14, 15, 5]}",True,True,True,"{""1"": [""e0"", ""e1""], ""2"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""3"": [""e0"", ""e2"", ""e3"", ""e4""], ""4"": [""e1"", ""e2"", ""e4""], ""5"": [""e0"", ""e1"", ""e4"", ""e5""], ""6"": [""e1"", ""e2""], ""7"": [""e0"", ""e2"", ""e3""], ""8"": [""e0"", ""e1""], ""9"": [""e0"", ""e1"", ""e2""], ""10"": [""e0"", ""e1"", ""e2"", ""e5""], ""11"": [""e0"", ""e3""], ""12"": [""e0"", ""e2"", ""e3""], ""13"": [""e2""], ""14"": [""e0"", ""e2"", ""e3"", ""e4"", ""e5""], ""15"": [""e1"", ""e3"", ""e5""], ""16"": [""e0"", ""e1"", ""e3"", ""e4""]}",False,False,True,False,False
941,"{""e0"": [1, 10, 11, 12, 15, 16, 2, 3, 4, 5, 6, 7], ""e1"": [1, 10, 12, 13, 14, 16, 5, 6, 7, 9], ""e2"": [1, 10, 11, 14, 15, 3, 4, 5, 7, 8], ""e3"": [10, 13, 3, 5, 6, 8, 9], ""e4"": [11, 14, 15, 16, 2], ""e5"": [14, 16, 3, 6, 7], ""e6"": [4, 5, 9]}",True,False,False,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e4""], ""3"": [""e0"", ""e2"", ""e3"", ""e5""], ""4"": [""e0"", ""e2"", ""e6""], ""5"": [""e0"", ""e1"", ""e2"", ""e3""], ""6"": [""e0"", ""e1"", ""e3"", ""e5""], ""7"": [""e0"", ""e1"", ""e2"", ""e5""], ""8"": [""e2"", ""e3""], ""9"": [""e1"", ""e3"", ""e6""], ""10"": [""e0"", ""e1"", ""e2"", ""e3""], ""11"": [""e0"", ""e2"", ""e4""], ""12"": [""e0"", ""e1""], ""13"": [""e1"", ""e3""], ""14"": [""e1"", ""e2"", ""e4"", ""e5""], ""15"": [""e0"", ""e2"", ""e4""], ""16"": [""e0"", ""e1"", ""e4"", ""e5""]}",False,False,False,False,False
942,"{""e0"": [1, 10, 11, 12, 15, 16, 2, 3, 4, 6, 7, 8], ""e1"": [1, 10, 13, 14, 15, 16, 2, 4, 7, 9], ""e2"": [1, 10, 13, 14, 2, 3, 4, 6, 7, 8], ""e3"": [11, 14, 16, 2, 3, 8, 9], ""e4"": [13, 16, 6, 7, 8], ""e5"": [10, 13, 14, 2, 7], ""e6"": [2, 5, 6]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2""], ""2"": [""e0"", ""e1"", ""e2"", ""e3"", ""e5"", ""e6""], ""3"": [""e0"", ""e2"", ""e3""], ""4"": [""e0"", ""e1"", ""e2""], ""5"": [""e6""], ""6"": [""e0"", ""e2"", ""e4"", ""e6""], ""7"": [""e0"", ""e1"", ""e2"", ""e4"", ""e5""], ""8"": [""e0"", ""e2"", ""e3"", ""e4""], ""9"": [""e1"", ""e3""], ""10"": [""e0"", ""e1"", ""e2"", ""e5""], ""11"": [""e0"", ""e3""], ""12"": [""e0""], ""13"": [""e1"", ""e2"", ""e4"", ""e5""], ""14"": [""e1"", ""e2"", ""e3"", ""e5""], ""15"": [""e0"", ""e1""], ""16"": [""e0"", ""e1"", ""e3"", ""e4""]}",False,False,False,False,False
943,"{""e0"": [1, 10, 11, 12, 15, 16, 2, 3, 6, 7, 8, 9], ""e1"": [1, 10, 11, 13, 15, 16, 2, 3, 5, 7], ""e2"": [1, 11, 13, 14, 16, 3, 4, 6, 7, 9], ""e3"": [1, 11, 12, 13, 14, 15, 16, 5], ""e4"": [13, 15, 16, 3, 8, 9], ""e5"": [11, 3, 5, 6]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e2"", ""e3""], ""2"": [""e0"", ""e1""], ""3"": [""e0"", ""e1"", ""e2"", ""e4"", ""e5""], ""4"": [""e2""], ""5"": [""e1"", ""e3"", ""e5""], ""6"": [""e0"", ""e2"", ""e5""], ""7"": [""e0"", ""e1"", ""e2""], ""8"": [""e0"", ""e4""], ""9"": [""e0"", ""e2"", ""e4""], ""10"": [""e0"", ""e1""], ""11"": [""e0"", ""e1"", ""e2"", ""e3"", ""e5""], ""12"": [""e0"", ""e3""], ""13"": [""e1"", ""e2"", ""e3"", ""e4""], ""14"": [""e2"", ""e3""], ""15"": [""e0"", ""e1"", ""e3"", ""e4""], ""16"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""]}",False,False,False,False,False
944,"{""e0"": [1, 10, 11, 12, 15, 16, 3, 5, 6, 7, 8, 9], ""e1"": [1, 10, 11, 14, 16, 2, 3, 4, 5, 9], ""e2"": [1, 10, 12, 13, 14, 3, 5, 6, 7, 8], ""e3"": [1, 11, 14, 16, 2, 4, 5, 9], ""e4"": [1, 11, 13, 4, 5, 9], ""e5"": [1, 12, 3, 9]}",True,True,True,"{""1"": [""e0"", ""e1"", ""e3""], ""2"": [""e1"", ""e3""], ""3"": [""e0"", ""e1"", ""e2"", ""e5""], ""4"": [""e1"", ""e3"", ""e4""], ""5"": [""e0"", ""e1"", ""e2"", ""e3"", ""e4""], ""6"": [""e0"", ""e2""], ""7"": [""e0"", ""e2""], ""8"": [""e0"", ""e2""], ""9"": [""e0"", ""e1"", ""e3"", ""e4"", ""e5""], ""10"": [""e0"", ""e1"", ""e2""], ""11"": [""e0"", ""e1"", ""e3"", ""e4""], ""12"": [""e0"", ""e2"", ""e5""], ""13"": [""e2"", ""e4""], ""14"": [""e1"", ""e2"", ""e3""], ""15"": [], ""16"": [""e0"", ""e1"", ""e3""]}",True,False,False,False,False
945,"{""e0"": [1, 10, 11, 12, 16, 3, 4, 5, 6, 7, 8, 9], ""e1"": [1, 12, 13, 15, 2, 3, 4, 6, 7, 9], ""e2"": [10, 14, 15, 16, 2, 3, 4, 6, 7, 8], ""e3"": [12, 13, 14, 16, 4, 7, 8], ""e4"": [10, 11, 12, 15, 2], ""e5"": [1, 11, 13, 14, 3], ""e6"": [1, 7, 8]}",True,False,False,"{""1"": [""e0"", ""e1"", ""e5"", ""e6""], ""2"": [""e1"", ""e2"", ""e4""], ""3"": [""e0"", ""e1"", ""e2"", ""e5""], ""4"": [""e0"", ""e1"", ""e2"", ""e3""], ""5"": [""e0""], ""6"": [""e0"", ""e1"", ""e2""], ""7"": [""e0"", ""e1"", ""e2"", ""e3"", ""e6""], ""8"": [""e0"", ""e2"", ""e3"", ""e6""], ""9"": [""e0"", ""e1""], ""10"": [""e0"", ""e2"", ""e4""], ""11"": [""e0"", ""e4"", ""e5""], ""12"": [""e0"", ""e1"", ""e3"", ""e4""], ""13"": [""e1"", ""e3"", ""e5""], ""14"": [""e2"", ""e3"", ""e5""], ""15"": [""e1"", ""e2"", ""e4""], ""16"": [""e0"", ""e2"", ""e3""]}",False,False,False,False,False
946,"{""e0"": [1, 10, 11, 12, 2, 3, 4, 5, 6, 7, 8, 9], ""e1"": [1, 10, 11, 13, 14, 15, 16, 3, 5, 9], ""e2"": [11, 12, 13, 16, 4, 5, 6, 7, 8, 9], ""e3"": [12, 15, 16, 3, 7, 8, 9], ""e4"": [1, 10, 13, 14, 4], ""e5"": [1, 10, 16, 3, 8], ""e6"": [10, 4, 6]}",True,False,False,"{""1"": [""e0"", ""e1"", ""e4"", ""e5""], ""2"": [""e0""], ""3"": [""e0"", ""e1"", ""e3"", ""e5""], ""4"": [""e0"", ""e2"", ""e4"", ""e6""], ""5"": [""e0"", ""e1"", ""e2""], ""6"": [""e0"", ""e2"", ""e6""], ""7"": [""e0"", ""e2"", ""e3""], ""8"": [""e0"", ""e2"", ""e3"", ""e5""], ""9"": [""e0"", ""e1"", ""e2"", ""e3""], ""10"": [""e0"", ""e1"", ""e4"", ""e5"", ""e6""], ""11"": [""e0"", ""e1"", ""e2""], ""12"": [""e0"", ""e2"", ""e3""], ""13"": [""e1"", ""e2"", ""e4""], ""14"": [""e1"", ""e4""], ""15"": [""e1"", ""e3""], ""16"": [""e1"", ""e2"", ""e3"", ""e5""]}",False,False,False,False,False
