,hypergraph,hyperedge_sizes,num_hyperedges,num_vertices
272,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [2, 6, 8], ""e2"": [2, 4, 8], ""e3"": [2, 4, 6]}","[8, 3, 3, 3]",4,8
273,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 5, 6, 7, 8], ""e2"": [1, 2, 3, 4], ""e3"": [2, 8]}","[8, 6, 4, 2]",4,8
274,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 5, 6, 7, 8], ""e2"": [1, 3, 4], ""e3"": [2, 8]}","[8, 6, 3, 2]",4,8
275,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 5, 6, 7, 8], ""e2"": [1, 3, 5], ""e3"": [2, 5, 8]}","[8, 6, 3, 3]",4,8
276,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 5, 6, 7], ""e2"": [2, 3, 6], ""e3"": [4, 5, 6]}","[8, 5, 3, 3]",4,8
277,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 5, 6], ""e2"": [2, 6, 7, 8], ""e3"": [3, 7]}","[8, 4, 4, 2]",4,8
278,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 5, 6], ""e2"": [3, 4, 6], ""e3"": [4, 6]}","[8, 4, 3, 2]",4,8
279,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 5, 7, 8], ""e2"": [1, 4, 7], ""e3"": [1, 3, 8]}","[8, 5, 3, 3]",4,8
280,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 5, 7, 8], ""e2"": [2, 6, 8], ""e3"": [1, 2, 8]}","[8, 5, 3, 3]",4,8
281,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 5, 7], ""e2"": [1, 5, 7, 8], ""e3"": [2, 6]}","[8, 4, 4, 2]",4,8
282,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 5, 8], ""e2"": [2, 3, 4], ""e3"": [1, 3, 8]}","[8, 4, 3, 3]",4,8
283,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 5], ""e2"": [3, 7, 8], ""e3"": [4, 7, 8]}","[8, 3, 3, 3]",4,8
284,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 6, 7, 8], ""e2"": [1, 2, 3, 5, 8]}","[8, 5, 5]",3,8
285,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 6, 7, 8], ""e2"": [2, 3, 5]}","[8, 5, 3]",3,8
286,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 6, 7, 8], ""e2"": [3, 4, 7], ""e3"": [6, 7, 8]}","[8, 5, 3, 3]",4,8
287,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 6, 7, 8], ""e2"": [3, 7]}","[8, 5, 2]",3,8
288,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 6, 8], ""e2"": [1, 4, 8], ""e3"": [2, 4, 8]}","[8, 4, 3, 3]",4,8
289,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 4, 7, 8], ""e2"": [3, 6, 7, 8]}","[8, 4, 4]",3,8
290,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 5, 6, 7], ""e2"": [1, 3, 6], ""e3"": [5, 7]}","[8, 4, 3, 2]",4,8
291,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 5, 6, 7], ""e2"": [1, 4, 8], ""e3"": [6, 7]}","[8, 4, 3, 2]",4,8
292,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 5, 6], ""e2"": [1, 5, 7]}","[8, 3, 3]",3,8
293,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 5, 8], ""e2"": [4, 7]}","[8, 3, 2]",3,8
294,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 6, 8], ""e2"": [3, 5, 6]}","[8, 3, 3]",3,8
295,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [3, 6], ""e2"": [1, 8]}","[8, 2, 2]",3,8
296,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [4, 5, 6, 7], ""e2"": [5, 6, 8], ""e3"": [7, 8]}","[8, 4, 3, 2]",4,8
297,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [4, 5, 6, 8], ""e2"": [1, 6, 8], ""e3"": [3, 4, 7]}","[8, 4, 3, 3]",4,8
298,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [4, 5, 6, 8], ""e2"": [2, 3, 7], ""e3"": [1, 2, 3]}","[8, 4, 3, 3]",4,8
299,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [4, 5, 6, 8], ""e2"": [4, 6, 7], ""e3"": [1, 5, 8]}","[8, 4, 3, 3]",4,8
300,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [4, 5, 6, 8], ""e2"": [5, 6]}","[8, 4, 2]",3,8
301,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [4, 5, 7, 8], ""e2"": [1, 6]}","[8, 4, 2]",3,8
302,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [4, 5, 7, 8], ""e2"": [4, 5, 7], ""e3"": [4, 5, 6]}","[8, 4, 3, 3]",4,8
303,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [4, 6, 7], ""e2"": [1, 3, 7], ""e3"": [3, 4, 8]}","[8, 3, 3, 3]",4,8
304,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [5, 6, 7, 8], ""e2"": [2, 4, 7], ""e3"": [1, 2, 7]}","[8, 4, 3, 3]",4,8
305,"{""e0"": [1, 2, 3, 4, 5, 6, 7, 8], ""e1"": [7, 8], ""e2"": [4, 8]}","[8, 2, 2]",3,8
306,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4, 5, 6], ""e2"": [1, 2, 3, 5, 6]}","[7, 6, 5]",3,7
307,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4, 5, 6], ""e2"": [1, 3, 7]}","[7, 6, 3]",3,7
308,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4, 5, 7], ""e2"": [1, 2, 7]}","[7, 6, 3]",3,7
309,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4, 5, 7], ""e2"": [3, 6], ""e3"": [3, 4]}","[7, 6, 2, 2]",4,7
310,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4, 5, 7], ""e2"": [5, 7]}","[7, 6, 2]",3,7
311,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4, 5], ""e2"": [1, 6], ""e3"": [3, 7]}","[7, 5, 2, 2]",4,7
312,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4, 6, 7], ""e2"": [1, 2, 4, 7]}","[7, 6, 4]",3,7
313,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4, 6, 7], ""e2"": [1, 4, 5, 7]}","[7, 6, 4]",3,7
314,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4, 6, 7], ""e2"": [1, 7], ""e3"": [5, 6]}","[7, 6, 2, 2]",4,7
315,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4, 6, 7], ""e2"": [5, 7]}","[7, 6, 2]",3,7
316,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4, 7], ""e2"": [3, 5], ""e3"": [5, 7]}","[7, 5, 2, 2]",4,7
317,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 4], ""e2"": [6, 7], ""e3"": [5, 6]}","[7, 4, 2, 2]",4,7
318,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 5, 6, 7], ""e2"": [1, 6], ""e3"": [3, 6]}","[7, 6, 2, 2]",4,7
319,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 5, 6], ""e2"": [1, 2, 3, 4]}","[7, 5, 4]",3,7
320,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 5, 7], ""e2"": [1, 2, 5, 7]}","[7, 5, 4]",3,7
321,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 5], ""e2"": [3, 7], ""e3"": [2, 5]}","[7, 4, 2, 2]",4,7
322,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 3, 7], ""e2"": [4, 5], ""e3"": [2, 4]}","[7, 4, 2, 2]",4,7
323,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 4, 5, 6], ""e2"": [1, 7], ""e3"": [1, 4]}","[7, 5, 2, 2]",4,7
324,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 4, 5, 6], ""e2"": [5, 6], ""e3"": [2, 4]}","[7, 5, 2, 2]",4,7
325,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 4, 5, 6], ""e2"": [5, 6]}","[7, 5, 2]",3,7
326,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 4, 5], ""e2"": [4, 5], ""e3"": [1, 2]}","[7, 4, 2, 2]",4,7
327,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 4, 6], ""e2"": [2, 6], ""e3"": [2, 4]}","[7, 4, 2, 2]",4,7
328,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 4, 6], ""e2"": [6, 7]}","[7, 4, 2]",3,7
329,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 4, 7], ""e2"": [2, 3, 5]}","[7, 4, 3]",3,7
330,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 4], ""e2"": [1, 4], ""e3"": [2, 4]}","[7, 3, 2, 2]",4,7
331,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 4], ""e2"": [3, 5, 6], ""e3"": [1, 2]}","[7, 3, 3, 2]",4,7
332,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 4], ""e2"": [3, 5, 7], ""e3"": [2, 7]}","[7, 3, 3, 2]",4,7
333,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 5, 6, 7], ""e2"": [1, 3, 4, 6, 7]}","[7, 5, 5]",3,7
334,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 5, 6, 7], ""e2"": [3, 5], ""e3"": [3, 4]}","[7, 5, 2, 2]",4,7
335,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 5, 7], ""e2"": [2, 3, 4, 5]}","[7, 4, 4]",3,7
336,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 5], ""e2"": [1, 2, 6], ""e3"": [3, 4]}","[7, 3, 3, 2]",4,7
337,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 5], ""e2"": [2, 5], ""e3"": [4, 5]}","[7, 3, 2, 2]",4,7
338,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 2, 6], ""e2"": [2, 4, 5], ""e3"": [1, 6]}","[7, 3, 3, 2]",4,7
339,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 4, 5, 6, 7], ""e2"": [1, 2, 4, 5, 6, 7]}","[7, 6, 6]",3,7
340,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 4, 5, 6, 7], ""e2"": [3, 7], ""e3"": [4, 6]}","[7, 6, 2, 2]",4,7
341,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 4, 6], ""e2"": [1, 2, 3]}","[7, 4, 3]",3,7
342,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 4], ""e2"": [3, 6, 7], ""e3"": [3, 5]}","[7, 3, 3, 2]",4,7
343,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 5, 6, 7], ""e2"": [1, 5, 7]}","[7, 5, 3]",3,7
344,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 5, 7], ""e2"": [1, 6], ""e3"": [2, 4]}","[7, 4, 2, 2]",4,7
345,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 6], ""e2"": [1, 5], ""e3"": [3, 6]}","[7, 3, 2, 2]",4,7
346,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 6], ""e2"": [2, 3], ""e3"": [3, 7]}","[7, 3, 2, 2]",4,7
347,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 7], ""e2"": [1, 4], ""e3"": [4, 7]}","[7, 3, 2, 2]",4,7
348,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3, 7], ""e2"": [3, 7]}","[7, 3, 2]",3,7
349,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3], ""e2"": [1, 6], ""e3"": [1, 7]}","[7, 2, 2, 2]",4,7
350,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 3], ""e2"": [3, 7], ""e3"": [1, 6]}","[7, 2, 2, 2]",4,7
351,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 5, 6, 7], ""e2"": [2, 3, 4]}","[7, 5, 3]",3,7
352,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 5, 6, 7], ""e2"": [2, 3, 5, 6]}","[7, 5, 4]",3,7
353,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 5, 6, 7], ""e2"": [2, 3]}","[7, 5, 2]",3,7
354,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 5, 6, 7], ""e2"": [3, 6], ""e3"": [2, 6]}","[7, 5, 2, 2]",4,7
355,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 5, 7], ""e2"": [1, 3, 4, 7]}","[7, 4, 4]",3,7
356,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 4, 6], ""e2"": [1, 4, 5], ""e3"": [5, 6]}","[7, 3, 3, 2]",4,7
357,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 5, 6, 7], ""e2"": [1, 4], ""e3"": [3, 7]}","[7, 4, 2, 2]",4,7
358,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 5, 6, 7], ""e2"": [1, 5, 7]}","[7, 4, 3]",3,7
359,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 5, 6, 7], ""e2"": [1, 7]}","[7, 4, 2]",3,7
360,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 5, 6], ""e2"": [3, 7], ""e3"": [6, 7]}","[7, 3, 2, 2]",4,7
361,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 5], ""e2"": [2, 6], ""e3"": [3, 7]}","[7, 2, 2, 2]",4,7
362,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 6, 7], ""e2"": [3, 5, 6], ""e3"": [2, 4]}","[7, 3, 3, 2]",4,7
363,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [1, 6], ""e2"": [5, 7]}","[7, 2, 2]",3,7
364,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 5, 6, 7], ""e2"": [1, 2, 3, 6, 7]}","[7, 6, 5]",3,7
365,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 5, 6, 7], ""e2"": [1, 4], ""e3"": [1, 7]}","[7, 6, 2, 2]",4,7
366,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 5], ""e2"": [3, 6], ""e3"": [5, 6]}","[7, 4, 2, 2]",4,7
367,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 6, 7], ""e2"": [2, 5]}","[7, 5, 2]",3,7
368,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 6, 7], ""e2"": [2, 7], ""e3"": [4, 5]}","[7, 5, 2, 2]",4,7
369,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 7], ""e2"": [2, 4], ""e3"": [1, 6]}","[7, 4, 2, 2]",4,7
370,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4, 7], ""e2"": [2, 4], ""e3"": [4, 5]}","[7, 4, 2, 2]",4,7
371,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 4], ""e2"": [2, 3, 7]}","[7, 3, 3]",3,7
372,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 5, 6, 7], ""e2"": [1, 2, 3]}","[7, 5, 3]",3,7
373,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 5, 6], ""e2"": [1, 2, 4, 7]}","[7, 4, 4]",3,7
374,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 5], ""e2"": [3, 6, 7], ""e3"": [4, 6]}","[7, 3, 3, 2]",4,7
375,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3, 6], ""e2"": [1, 2, 6], ""e3"": [1, 7]}","[7, 3, 3, 2]",4,7
376,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 3], ""e2"": [3, 4]}","[7, 2, 2]",3,7
377,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 5, 6, 7], ""e2"": [2, 3, 4, 6, 7]}","[7, 5, 5]",3,7
378,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 5, 6], ""e2"": [1, 7]}","[7, 4, 2]",3,7
379,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 5], ""e2"": [1, 3, 7]}","[7, 3, 3]",3,7
380,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 5], ""e2"": [3, 7]}","[7, 3, 2]",3,7
381,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 6, 7], ""e2"": [4, 5], ""e3"": [1, 4]}","[7, 4, 2, 2]",4,7
382,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4, 7], ""e2"": [3, 4, 7], ""e3"": [2, 7]}","[7, 3, 3, 2]",4,7
383,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 4], ""e2"": [3, 5], ""e3"": [1, 2]}","[7, 2, 2, 2]",4,7
384,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 5, 6, 7], ""e2"": [1, 3, 4]}","[7, 4, 3]",3,7
385,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 5, 6], ""e2"": [1, 4], ""e3"": [4, 7]}","[7, 3, 2, 2]",4,7
386,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [2, 5, 6], ""e2"": [1, 5, 7], ""e3"": [6, 7]}","[7, 3, 3, 2]",4,7
387,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 4, 5, 6, 7], ""e2"": [1, 2], ""e3"": [3, 7]}","[7, 5, 2, 2]",4,7
388,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 4, 5, 6, 7], ""e2"": [6, 7], ""e3"": [4, 6]}","[7, 5, 2, 2]",4,7
389,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 4, 6], ""e2"": [2, 5, 6]}","[7, 3, 3]",3,7
390,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 4, 6], ""e2"": [3, 4], ""e3"": [2, 5]}","[7, 3, 2, 2]",4,7
391,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 4, 7], ""e2"": [3, 6], ""e3"": [5, 7]}","[7, 3, 2, 2]",4,7
392,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 5, 6], ""e2"": [2, 5]}","[7, 3, 2]",3,7
393,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 5, 6], ""e2"": [3, 4, 6], ""e3"": [1, 3]}","[7, 3, 3, 2]",4,7
394,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 5, 7], ""e2"": [1, 2, 6], ""e3"": [4, 6]}","[7, 3, 3, 2]",4,7
395,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [3, 6], ""e2"": [3, 5], ""e3"": [5, 6]}","[7, 2, 2, 2]",4,7
396,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [4, 5, 6], ""e2"": [3, 4, 5], ""e3"": [4, 5]}","[7, 3, 3, 2]",4,7
397,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [4, 5, 6], ""e2"": [3, 7], ""e3"": [1, 2]}","[7, 3, 2, 2]",4,7
398,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [4, 5, 7], ""e2"": [1, 5, 6], ""e3"": [5, 7]}","[7, 3, 3, 2]",4,7
399,"{""e0"": [1, 2, 3, 4, 5, 6, 7], ""e1"": [4, 6, 7], ""e2"": [3, 6], ""e3"": [1, 5]}","[7, 3, 2, 2]",4,7
400,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [1, 2, 3, 4, 6], ""e3"": [1, 2]}","[6, 5, 5, 2]",4,6
401,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [1, 2, 3, 5], ""e3"": [1, 2, 3, 4]}","[6, 5, 4, 4]",4,6
402,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [1, 2, 3, 5], ""e3"": [1, 3, 5, 6], ""e4"": [1, 5, 6]}","[6, 5, 4, 4, 3]",5,6
403,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [1, 2, 5], ""e3"": [2, 3], ""e4"": [4, 6]}","[6, 5, 3, 2, 2]",5,6
404,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [1, 3, 6], ""e3"": [5, 6]}","[6, 5, 3, 2]",4,6
405,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [2, 3, 4, 5, 6], ""e3"": [1, 4, 5]}","[6, 5, 5, 3]",4,6
406,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [2, 3, 4, 5], ""e3"": [1, 5, 6]}","[6, 5, 4, 3]",4,6
407,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [2, 3, 4, 5], ""e3"": [1, 6]}","[6, 5, 4, 2]",4,6
408,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [2, 3, 4, 6], ""e3"": [2, 3]}","[6, 5, 4, 2]",4,6
409,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [2, 3, 5], ""e3"": [1, 3, 5]}","[6, 5, 3, 3]",4,6
410,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [2, 3, 6], ""e3"": [4, 5, 6]}","[6, 5, 3, 3]",4,6
411,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [2, 6], ""e3"": [2, 5]}","[6, 5, 2, 2]",4,6
412,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 5], ""e2"": [4, 5, 6], ""e3"": [4, 6]}","[6, 5, 3, 2]",4,6
413,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 6], ""e2"": [1, 2, 3, 5], ""e3"": [2, 4, 5], ""e4"": [1, 2, 3]}","[6, 5, 4, 3, 3]",5,6
414,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 6], ""e2"": [1, 2, 4, 5, 6], ""e3"": [1, 2, 4, 6]}","[6, 5, 5, 4]",4,6
415,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 6], ""e2"": [1, 2, 4, 5], ""e3"": [3, 6]}","[6, 5, 4, 2]",4,6
416,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 6], ""e2"": [1, 2, 5], ""e3"": [1, 2]}","[6, 5, 3, 2]",4,6
417,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 6], ""e2"": [1, 3, 4, 5, 6], ""e3"": [2, 5, 6]}","[6, 5, 5, 3]",4,6
418,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 6], ""e2"": [1, 4, 5, 6], ""e3"": [2, 6]}","[6, 5, 4, 2]",4,6
419,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4, 6], ""e2"": [1, 5]}","[6, 5, 2]",3,6
420,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4], ""e2"": [1, 2, 4, 6], ""e3"": [4, 5, 6]}","[6, 4, 4, 3]",4,6
421,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4], ""e2"": [1, 2, 5, 6], ""e3"": [3, 4, 5, 6]}","[6, 4, 4, 4]",4,6
422,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4], ""e2"": [2, 3, 5], ""e3"": [1, 4, 6]}","[6, 4, 3, 3]",4,6
423,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4], ""e2"": [2, 3, 6], ""e3"": [3, 5]}","[6, 4, 3, 2]",4,6
424,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4], ""e2"": [3, 4, 5], ""e3"": [1, 2, 5]}","[6, 4, 3, 3]",4,6
425,"{""e0"": [1, 2, 3, 4, 5, 6], ""e1"": [1, 2, 3, 4], ""e2"": [3, 4]}","[6, 4, 2]",3,6
